1k-rows:
	branch merge T4 T0: 30.870,29.958,30.722,30.523,30.209



	sql copy T1: 122.621s, 125.049s, 117.765s, 120.193s, 121.407s
	sql copy T2: 117.765s, 120.193s, 121.407s, 122.621s, 125.049s
	sql copy T3: 120.193s, 121.407s, 122.621s, 125.049s, 117.765s
	sql copy T4: 121.407s, 122.621s, 125.049s, 117.765s, 120.193s
	
	sql diff T1 T0: 536.229s, 549.437s, 507.172s, 520.380s, 528.305s
	sql diff T2 T0: 507.172s, 520.380s, 528.305s, 536.229s, 549.437s
	sql diff T3 T0: 520.380s, 528.305s, 536.229s, 549.437s, 507.172s
	sql diff T4 T0: 528.305s, 536.229s, 549.437s, 507.172s, 520.380s
	
	sql merge T1 T0: 556.892s, 570.609s, 526.716s, 540.433s, 548.663s
	sql merge T2 T0: 526.716s, 540.433s, 548.663s, 556.892s, 570.609s
	sql merge T3 T0: 540.433s, 548.663s, 556.892s, 570.609s, 526.716s
	sql merge T4 T0: 548.663s, 556.892s, 570.609s, 526.716s, 540.433s


